cid,text,time,author,channel,votes,photo,heart
Ugy2NO3bnDkO9DRyAsF4AaABAg,"I'm 26, turning 27 this April, and currently living with my grandparents(my mom is a single parent but she married 4 years ago). I want to work as a farmer but here in the Philippines, being a farmer sucks because our government doesn't give a crap about farmers. Now, I'm currently studying to become a front-end developer and a video editor because my mom is doing some YouTube videos about cooking and vlogging some stuff and I want to help her with that. I want to be able to work from home by being a farmer and helping my mom do the things that she likes doing.",1 年前,Don James Manlubatan,UC20ynNc6Top-odK10XDHhuQ,42,https://yt3.ggpht.com/ytc/AKedOLQryua3tI4JTFQe9MtcPI1y63D8I0Rje7eBNvvNUA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyx-JjR7u2IUmD4pUh4AaABAg,"Even with 100K+ subs, this still may be one of the most underrated channels out there!
So many knowledge gems 💎",1 年前,ASX Investor,UCDpEIqJDyUZFM6FxjWZNgDg,84,https://yt3.ggpht.com/gUid4PpW2BITWfDAdfYtXjIk1imNjBqgSsBV_Nao2lUGfoE0MOnVDLa6lMXQaxlz5jkc3pg9ABU=s176-c-k-c0x00ffffff-no-rj,1.0
UgxPukWwKoJRfBsB80Z4AaABAg,"I'm turning 43 later this year, and I am definitely interested in how I can retire by 30. Saving this one to watch later!",1 個月前,J. Dallas Brooks,UChpo-q_Z72indrxc1tfF47w,1,https://yt3.ggpht.com/ytc/AKedOLQ7kw1r03vv6FDYvZgRq1VcFTe3yANMs13GueHJpQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzgc9l0qOgcq5mR21h4AaABAg,"Dropping bombs as always, love these kinds of videos, Noah. 25 now and aiming for retirement at 30 as well! Wife and I are building up our cash flowing rental portfolio as well as other more passive income streams to supplement our passion project businesses that we want to do til we die. Your videos definitely keep the fire lit and get the wheels turning, thanks man.",1 年前,Matt Moreland,UC1DcZyOTOm5WCspg0J4vULQ,4,https://yt3.ggpht.com/ytc/AKedOLTGzgh2MW81-hQDQGrzU7JsNjnO9cbcP1RY-066jg=s176-c-k-c0x00ffffff-no-rj,1.0
UgyWw9kVTa0e_TXrTMB4AaABAg,"I love u noah and been following you ever since! I definitely learned alot! My passion is in the fitness industry but lately with the pandemic and the lockdowns and high rates of infection it's becoming so hard to earn a decent living from it :( so probably will go back to working a full time job from home in the outsourcing industry like before l, though I'm not sure if I'm doing the right move. Would appreciate any advice 🙏",1 年前,Ribhi Saleh,UCq-MkUkhuX5ipPsNrohFNlg,1,https://yt3.ggpht.com/ytc/AKedOLSrurh-aozqEzHSz5eM6vrFlstlBlXRCeTXmkyuvA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwYF-BPrtjlmaQ8gal4AaABAg,"This video is an absolute gem Noah ✨
Thank you so much to yourself & your team for making it, my deepest gratitude!",1 年前,Matt Ross,UCBiw2jHHH37mNY87Jdj-ytQ,1,https://yt3.ggpht.com/ytc/AKedOLStK1SfSuanoLLsXGreo-UC7gvGnlknMK8uvuahwA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyQ52v9bhG1YMFJ0LV4AaABAg,"Great video Noah. Loved that you walked through various different life scenarios (young and single, married with kids ect.) Being a dad of 3 and having a ton of responsibilities, it really helped to put things into perspective.",1 年前,Britt Duenyas,UC6tSSxnhOZQc0g9inpLnu3A,0,https://yt3.ggpht.com/ytc/AKedOLTmjD1D8hSuKH1HFwW9181Dh9z_Zm1N9R57T7FaYZY=s176-c-k-c0x00ffffff-no-rj,0.0
UgwHxjrUXe7LHOVEPaJ4AaABAg,"Such great advice. Real, actionable advice. Thank you. I'm slowly building towards this end goal. 41 this year so 50 is my goal 😁",10 個月前,Shaun Victor,UCTCTWM1wBqx9tbwhXMviwCw,1,https://yt3.ggpht.com/ytc/AKedOLQhZBj0OO5P30P60Zs8nuNwcC-tkydYrm_7bo8I_A=s176-c-k-c0x00ffffff-no-rj,0.0
UgxQWKWX8pNYOsKNl794AaABAg,Excellent content Noah! It feels like an updated summary of 4HWW for 2021. Much needed and well done.,1 年前,Heidi Briones,UCiYabgsSGslovsdEjwEAROg,7,https://yt3.ggpht.com/ytc/AKedOLSOuXROZUHWZZ1DQH9mPp0vl9M275-fEbhSpPKZMjs=s176-c-k-c0x00ffffff-no-rj,0.0
UgySRjPSEJ4-e2d_Ich4AaABAg,"👏 love the eagerness to almost shake people into changing their outdated beliefs! One thing that I don’t think I’ve heard you talk about a lot (personally doesn’t ring to memory- sorry if you have mentioned it a lot) is skill building. 

Being an entrepreneur or successfully self employed (even as a dancer/former interpreter, yours truly) requires stacking several different skills
-budgeting/financial literacy
-time management
-sitting with ones deficiencies and doing something about it 
-**the actual skill you want to get paid for**
-openness to being very wrong and receiving constructive criticism
-openness to meet people and ability to detect who’s for your growth and who isn’t
-courage and confidence to be new at something
-courage and confidence to problem solve problem after problem
-ability to see a solution or know it’s somewhere in your mind or in the mind of someone in your community

I feel a lot of people are wanting to get paid without having a skill stack like this... @Silicon Valley Girl talks a lot about this on her YouTube and her 1+ million subscribers.

Could be cool to hear your thoughts on skill and skill building! I’m curious what you’d have to say and would watch it :) cheers",1 年前,Jane,UC9d_jm2ae63Zr6tNiBdAsaQ,3,https://yt3.ggpht.com/ytc/AKedOLTBzeID2QYtoeyepm3zqSr9R86IL-tlliA4Gc0JmA=s176-c-k-c0x00ffffff-no-rj,1.0
UgwimFYRaxoAvVuoP794AaABAg,This was way better advice than 98% of what is out there.,1 年前,Alchemix Bar,UCo4DesjETO1ZN1_trn5NTPw,3,https://yt3.ggpht.com/qYODevbp_2HsGpA1I4i2bRZhOEmzfJ7r6jQXASzr9JwzhhkgA2tcuU79WWsUswvxby0OX0q3IH0=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwh5eZnknuBz7Oq1sp4AaABAg,"Who wouldn't want to be retired in their 30s? You are killing it, Noah. Working to do what you have done. I have couple of more years to reach my goals. 💯👍",1 年前,Marketing Harry,UC8bbeohnLzmsGPklJCSFpRQ,4,https://yt3.ggpht.com/ytc/AKedOLRln_BhMvQOXWSBIi9D3k5HZrXI-ayGBJWdJQmz=s176-c-k-c0x00ffffff-no-rj,1.0
Ugx-_Q0ajizaYun-bHx4AaABAg,Exactly what I am doing.  Thx for for putting the business journey into clear verbal communication!  👍,1 年前,OMG!,UCb8wP02Ede1cxOOXUKEw9CA,0,https://yt3.ggpht.com/ytc/AKedOLTLPdlFu-cXMlfEP0lznP4fDSs4Nv6CtMW4T-q5-g=s176-c-k-c0x00ffffff-no-rj,0.0
UgzrQ7oBIzOZZ6260hp4AaABAg,"Inspirational video Noah! Tons of practical advice. I’m also 39, still far from retiring early. 2:32 Hey, I’m based in Thailand.",1 年前,Data Professor,UCV8e2g4IWQqK71bbzGDEI4Q,11,https://yt3.ggpht.com/EmRXtmekiAtfdfr1INwbV02X1EzYkuLv9kcoGTnMX5FeHbcqegH2swqJtZOX4kOWIt4U-a8CuA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwGTVz-oWAaGvQ4YiR4AaABAg,"Watched it all. I agree and love your philisophy here. The one point of feedback is The title can be overpromising. I followed most, if not all of these tips, but maybe I’m just not a good entrepreneur and I can’t get any of my side hustles to takeoff after five to six years and ten on youtube. I think a more realistic route for me is to live below my means and choose a job I love and try to grow my salary, while seeking remote opportunities that allow for travel. 
I think a lot of social media hypes Tim Ferriss and all the success stories like ali but there’s a survivorship bias there. Not all of us are great entrepreneurs or great on YouTube. I’ve put out over 1500 YouTube videos and started many hustles, but I still suck at it. I’m trying to improve. I haven’t given up. I’m patient. But I think the lesson is that sometimes the employee route may be a more viable one that still allows you to find your passion. Not saying that is easy either. It’s tough to find work you’re passionate about that pays well for many normal citizens. They often have to choose one or the other to compromise. But it’s a struggle worth overtaking",1 年前 (已編輯),Will’s Personal Development Show,UCbaiQK77aGpga92AOr7ZRwQ,10,https://yt3.ggpht.com/TT3UYt720RjFkmVlodshiMKbsw6I-_0uC2py7pb2v2eS17TrYEQJUjgX15ep1TTfa1vqGqbEVUs=s176-c-k-c0x00ffffff-no-rj,0.0
Ugweq8hihNVWT8tFo1h4AaABAg,"This is actually true. It's kinda fulfilling to actually had that Time Freedom for yourself. Thank you for this, Noah!",1 年前,Lisa 8.8,UCnruQov-Pihk-dAwO-uPVFQ,0,https://yt3.ggpht.com/ytc/AKedOLSVHsZwlPe0e6Rfex8loh40o0JKomE_eMgU6wyMfw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwZPJGGoOCt8Y86cPB4AaABAg,Good for you my friend. love the amount of work u guys put into these vids and podcast,1 年前,Nir Zavaro,UC1M7VkOSTW33RsIz6w5gArQ,2,https://yt3.ggpht.com/ytc/AKedOLQo9w7RIPfe6apYQsxF1uw-zvnrt9jtVF399Xee=s176-c-k-c0x00ffffff-no-rj,1.0
Ugz7UQjkq-ZmKpjeqqF4AaABAg,"Brilliant breakdown! TONS of practical advice. Keep it up, Noah!
And shoutout to jeremy! Loving the edits!",1 年前,Ajay Sharma,UCd7CLjOzoqEwmlWcxCA-ZWw,0,https://yt3.ggpht.com/ytc/AKedOLSstYnoglbhlnJ8aPFhZITmpkZ31gJsf_vjuUcidg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwPJNZyAGw872YflRJ4AaABAg,"43 years old... Heart Attack survivor and open heart surgery in 2020, I am searching ways to take back my time.  I am taking stock of my experiences and knowledge.  I would do almost anything now to not work 9-5 and follow my passion to help people and make videos.  I know how valuable time is now, after all,  I am alive when I could be 6 feet under and would have died doing stuff for a company and too tired to follow my heart",1 年前,Mark Scott,UCGanu3LUuXgTgthV-OGAiZQ,0,https://yt3.ggpht.com/ytc/AKedOLSYr-oseZ1ULVuuDDGhQEHzPBTIZvOi2NLmR3xI=s176-c-k-c0x00ffffff-no-rj,0.0
UgwDfE3PCzqw3nBy-8t4AaABAg,"Loved this video Noah. Great insight into the essentials aspects of planning and delivering a conference. Task for today, design my ideal conference!",1 年前,Jason Blake,UClF5-zRIH_qSX6IzzhpWklA,0,https://yt3.ggpht.com/ytc/AKedOLSf0Kwjfethlpis4n0udl1u5H10YRKn_jojKNv-rA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx3bwDwZtMMJeLzCTB4AaABAg,"Thanks for putting out great content Noah, this one is actually very insightful as we are debating how to start making events to present our investments in Assisted Living Facilities to others who might want to do the same.",1 年前,Julian Sanchez,UCE3jH8xpnr80EuFZMp1Z62A,0,https://yt3.ggpht.com/ytc/AKedOLSdzPijxlSPshipjNbjOT0pBJBsyRMZPA3Gmn4AUg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxi_j3rs64P6zxYYsl4AaABAg,"Noah, you've just delivered the exact info I've been looking for, actually for quite a while (kind of saved my life... no kidding). Thx man!!",1 年前 (已編輯),Ricardo Márquez | el edutuber™,UCUZC7iLNWlA-2mwxYkS7n8w,0,https://yt3.ggpht.com/0OlFku6CfDUzbl24j366S_P7nSeJi7GGUEbiQ5DfzIjNikx1sLehYFd3vKlCoX7yYNwpw5SFUFU=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz4xlW_XEEtK8P6GNJ4AaABAg,Thanks so much for sharing this Noah. We will have our 3rd Annual Werk.Glo.Slay. Women’s Empowerment Summit April 2022 and these tips are so helpful. Keep up the great werk. I love your videos!,1 年前,MsAshtonLynne,UC7bfjHwBWOfd-JOHNMLN9dw,1,https://yt3.ggpht.com/ptbpTrpIJTnTcWF0atLYfjtW7zrP0PWP8O0Vd2gl4SHPJF9J-L9pnVJiVrBxz5o2WjhVP7IgrQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwGYIZTA7TRFJHdSlh4AaABAg,I've watched most of the videos on the channel. This is definitely in my top 10.,11 個月前,Underdog Media,UC8cz4G7Lzu_PR2SANqVLlQQ,1,https://yt3.ggpht.com/ytc/AKedOLT3B6BU02dNLhWf4dawVbDaLJicrYkXSKV_W3O2EA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzmurLm6BmTP8-CfBF4AaABAg,This is such a dream. This is exactly what I wanted to do. Great video as always Noah. :D,1 年前,Anne Lopez,UCm_HGG-VvJHk8vBsZ_8CeOQ,0,https://yt3.ggpht.com/ytc/AKedOLQTJXmfOSm-4a3qvBql0XeYIqSMjDlnTPCYoZnEsA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyEcSyhzF7HsVPO1n94AaABAg,"Noah's advice, consistently = GOLD",1 年前,Dan DeLiberty,UCRl6xbA4DowHpuDgUXcSY0Q,1,https://yt3.ggpht.com/ytc/AKedOLRp1PYcJrffBcVYU-TJEzfK3SOICAu2oWvW75X7Rj8=s176-c-k-c0x00ffffff-no-rj,1.0
Ugx3w7i7_d51K07FUzd4AaABAg,Thanks Noah... You're saving lives here. Especially mine,1 年前,Shosho Oshiafi,UCw-PwUBF2WZmgOIObH8-kvg,2,https://yt3.ggpht.com/ytc/AKedOLRFao-BLyg4ezPKIZMNKuMfHvzU0WZKum6Npp3KBw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwPGDZPxWo55yA44Dh4AaABAg,"We're not going to just skate pass ""head full of hair with the three stripes in the side Noah"".

(Edit: I got an App Sumo ad on this video. Noah is everywhere)",1 年前 (已編輯),Chris Rawls,UCFhNEma4mmO0AH2qEsF6F8A,7,https://yt3.ggpht.com/tKdGGIxg25g1EECE0ePviEHzG8_xHu4-Sg8wOtcKvkhIWbl39dQoeprqpM8wKnClFqp49I-7=s176-c-k-c0x00ffffff-no-rj,1.0
Ugw22i_r6NHnfBFwrct4AaABAg,Love Uncle Noah. You're an inspiration sir!,1 年前,The Lighthouse Academy,UCfUzz6KnWyToemHsl1_bUPA,0,https://yt3.ggpht.com/ytc/AKedOLQk6KDefqhwrTDIAchAVU2PGkk2vRdNVcRrAwCq=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx9DVQQEENo-Jp6uA14AaABAg,I dig all the throwback pics! I would love to start a hybrid wellness/PM conference. ahh one day...!,1 年前,c m c a l p i n e,UCfHZdKpxIe5GytT2wqSFg-Q,2,https://yt3.ggpht.com/ytc/AKedOLRQ2IPVjdYQ4Gx_XusjqBBFAzt0ASRWj1HPSNRCdg=s176-c-k-c0x00ffffff-no-rj,1.0
UgyxYu7FXxCMxCRoY-V4AaABAg,Great stuff. Thanks for the ideas.,1 年前,VID801,UCZbD0fMxAH3UmcpkcVf7G7Q,0,https://yt3.ggpht.com/ytc/AKedOLRgb76cVXpKwgYAopyrLTEHZX5y0VFQFSr-Odf_vw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzUo7ZzcEc0K77ohsp4AaABAg,"That was great! But how confident were you that'd you'd break even? I mean, 40k is like 2/3 of your paycheck.

Also, what topic did you make the discussion about? I mean you can't just call whoever",1 年前,AKS,UCzJjlSwqron97v40cImJoag,0,https://yt3.ggpht.com/ytc/AKedOLQ5_VBzVpXje8iHwB3x54Es7ClqLbqJ1PzI7NYXSQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzA4wOmFxDg4FrOmph4AaABAg,"Conferences are not boring, at least these that I was part of. You gave many awesome ideas as usually! 👍",1 年前,Marketing Harry,UC8bbeohnLzmsGPklJCSFpRQ,1,https://yt3.ggpht.com/ytc/AKedOLRln_BhMvQOXWSBIi9D3k5HZrXI-ayGBJWdJQmz=s176-c-k-c0x00ffffff-no-rj,0.0
UgyEJc4D8cmHNXp5yzZ4AaABAg,"Timely video!!!
I'm starting Financial virtual events this month! wish me luck!  :)",1 年前,Daniel Dizon,UCnKpuKC9xBPiqFgx00ysYzg,1,https://yt3.ggpht.com/ytc/AKedOLSBaMW_YzOC-K6niM6Fa_HLDTKdQt4zX8He9lUV=s176-c-k-c0x00ffffff-no-rj,0.0
UgxH3PDvf4VKH7xK3kZ4AaABAg,Awesome video! Definitely got an idea!,1 年前,Jamir Broadnax,UCYiXycBo2wNoZNLiHWQJTDw,4,https://yt3.ggpht.com/ytc/AKedOLTOyles3bviUFw2CbB4IGgsYxMI_XcbI83Bdkd4-Q=s176-c-k-c0x00ffffff-no-rj,1.0
UgzEQKOAipO9rkYjFQF4AaABAg,"“Whenever you find yourself doubting how far you can go, just remember how far you have come.”sharing some love from small YouTuber",1 年前,Sacda Abdurhman-Personal Growth ,UCEnxRVvNDKq-rHYG0kOW56w,1,https://yt3.ggpht.com/Ul47wvSncW9zM6Cckdhy-V_MLBidW9sH9PnLNS3YnnhOAxfJUjiMdU6YCAcd12bazDQj8D6Q-J0=s176-c-k-c0x00ffffff-no-rj,0.0
UgyfDO0V-hLXmhf0V294AaABAg,Great content as always,1 年前,Smooth,UCU-yzDPQxd_TWQ2Yt1Osnjw,0,https://yt3.ggpht.com/ytc/AKedOLRyRdak1yK_4jPilxPR8u00dCcZGpzED_q9MuuXPa-m0xp-5AOsHmUxIE0jYIOI=s176-c-k-c0x00ffffff-no-rj,0.0
UgzbfCef623VJy4tYaB4AaABAg,Wow you the man! Brain and ideas are on fire right now!,1 年前,Oskar Woehr,UCAynjMvHE6AmRHfMib4iv2Q,0,https://yt3.ggpht.com/ytc/AKedOLT9U0qLWK-EgQ8WFjEAmoy4rkxb97RiYQIZbGn-A2g=s176-c-k-c0x00ffffff-no-rj,0.0
UgxZmXsfmz35vtrCkUZ4AaABAg,"Nice video, did you pay all the money upfront of your events?",1 年前,Benedikt Ziesche,UCohqqWROX0RB7T6_oGGJYiQ,1,https://yt3.ggpht.com/ytc/AKedOLTTYp5XZksWCe4nqHCqLtPZgL4vSyfqnZlwp5jf4w=s176-c-k-c0x00ffffff-no-rj,1.0
UgxHw2fUYttttUTOi9R4AaABAg,Loving this vid Noah!!,1 年前,Captain Sinbad,UC8XKyvQ5Ne_bvYbgv8LaIeg,44,https://yt3.ggpht.com/TFQRQUt6WTFhtLnEjXCH35naxaOnUOGEpkyfPL-Kj3hqdflpapvSRyGPm1Fjb7hOvNdd6z9Qgw=s176-c-k-c0x00ffffff-no-rj,1.0
Ugzm1V7G6yuL46vR8Tt4AaABAg,"Understanding your achievements in the past, but also wanting to make improvements in the future. There’s always improvements to make, but don’t forget how far you’ve come!",11 個月前,Alexa Madison,UCN8cIuRxwxmN8GGn0Hho6Fw,3,https://yt3.ggpht.com/cWABHP1HJ9yRz9_fnDqz2LkmS4gxaRAxhaBgWifUZzUtjZ2CeVWQbEEpHxOIqTxluMLCRpPtnw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw4QsBNue9yVY-t8Rl4AaABAg,Awesome video! Thanks for the great content.,11 個月前,Erin Welch,UCRmxGHYewiMQ508oi8qlKvg,1,https://yt3.ggpht.com/ytc/AKedOLStQGiJTjwbrntYf8OmzzJhwelkKZAzBV_J1viR=s176-c-k-c0x00ffffff-no-rj,1.0
UgyCM6z-XjRfyTP4Wcp4AaABAg,"I'd like to recommend my all-time favorite book for your nighttime reading....""As The Crow Flies"" by Jeffrey Archer. It's about a young entrepreneur and a fruit cart and it's a love story too. I think you will love it! 🌺💙 Thank you SO MUCH for all that you contribute to my life. 💗 I often pass text the links to both of my children at college.
My son Ben majors in Entrepreneurship at Rowan University in NJ! 🌺⭐",4 個月前,Good Things,UCmGJH4QpNv3hL6rk2EPVzAA,0,https://yt3.ggpht.com/8Q45bWyqJAfqW5dQ3NzFBRxKpq1R08qNtu84zzAIwXjaHFO3cmpVElQFGUe4LmY8Fsy9XgRWUQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy9mDN2ahnUbhUKzXd4AaABAg,"Dope video 🖖🏾… one thing thats been working for me lately is punishment of a Cold shower if I don’t complete my daily list..

I had one this week, it was fuckin brutal 😂",1 年前,Young Finish,UCIcqv6_z0X3gWO0MN-ttBXg,0,https://yt3.ggpht.com/ytc/AKedOLTXPcawAYVBvzeiuafYJW1W_4DpTI1e8njIEAKU=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz3aPRxjL-vdIqfeQF4AaABAg,Top video dude!!!,1 年前,DN,UCZXO2C22AR4j4TuYgwoNsLw,1,https://yt3.ggpht.com/ytc/AKedOLSSfUR2f1qBCm4khZlyYORJgslSkrwSsbOme5E0IA=s176-c-k-c0x00ffffff-no-rj,1.0
UgzyDvnItHrN53HpOBF4AaABAg,"goal setting system;
30-min daily walks;
weekly workout;
reading; 
good sleep;
healthy food;
no alcohol;

These are by far some of the habits that had the biggest positive impact on me.",1 年前,Nicolas Gramnea,UC2bquPk-31E0DCygAt5p96g,33,https://yt3.ggpht.com/ytc/AKedOLQM-oVWMZnKELo9qToNgLl3GtKV4k_Fjnv79lQYOA=s176-c-k-c0x00ffffff-no-rj,0.0
UgySmECDa-vsFYtlKuh4AaABAg,These are some great habits thanks for sharing Noah.,1 個月前,Khalil Mustafa Khan,UCLua2WpqO3euzaouAVpareg,0,https://yt3.ggpht.com/ytc/AKedOLTXsOcQ9pbUFrBrvIwvGdBZkIS96a1wT6rZ6jv0xg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_TswzKisr1W1O3np4AaABAg,"Noah, you are the only person for whom I don't use 2x speed for, cause you speak fast like me and I love it 😃",11 個月前,Muhammad Usman,UCFZ2pBGOpaHGDhoT0DCzCbg,1,https://yt3.ggpht.com/ytc/AKedOLQdkKX-dvKDtVai5AiO4hN1sJsEP7DppKa0PWFVzw=s176-c-k-c0x00ffffff-no-rj,0.0
UgxZeiOtxWgAXg1r0nh4AaABAg,"Got my sub buddy. Good content, super resourceful. Props to your continued success, it’s so much harder than people think.",4 週前,Brady Killorian,UCP50eIWM36X-KB3ZmFpxdhA,0,https://yt3.ggpht.com/ytc/AKedOLQOnV3ElOOBBC6_vYnUAY8Q0OBOuLGUcpJc_A=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz-DlZz-udSrq4YmVd4AaABAg,Found your channel today. Went on a binge. You are spot on.,1 個月前,Emmanuel Rodriguez,UC60WMulLFtUs31xy3UTAH1g,0,https://yt3.ggpht.com/ytc/AKedOLTwlAWdCV3d5B6nYCGNcCg320mJ7nd_eNuL9g=s176-c-k-c0x00ffffff-no-rj,0.0
UgwcHsCCZEZw-KSHqvF4AaABAg,Its been like 16 hours now i am following these habits. And ive completed most of my tasks. The one tip that helped me most is goals with deadlines. Having a deadline gives me some kind of obsession of completing before it hence making me more productive. Thanks a lot.,1 年前,3632 Abhishek Salunkhe,UCizDDQk-hfXh8NrZ8eX75Yg,8,https://yt3.ggpht.com/ytc/AKedOLR2_WdJRO-JqlwGAYVhC7LrM-DkKwCdXbjCG2ot7A=s176-c-k-c0x00ffffff-no-rj,0.0
UgzbB5tHfUnpM2b_kkp4AaABAg,"you are the man.
please talk about how to start a business and the problems that comes with it and how to overcome them",1 年前,Prosper,UC2Xl70-n9g8zX14__e-9vgQ,6,https://yt3.ggpht.com/ytc/AKedOLRBOliUZVOHfdNq4Tos8Z4-rLctQFH-LiUzFlB8=s176-c-k-c0x00ffffff-no-rj,0.0
UgwWCMrriL9IQsjtQQp4AaABAg,"Ali abdal and Thomas frank are my productivity go to channels and Mindvalley, Mark manson and Robin Sharma are my personal development channels and you are becoming my entrepreneurship channel. Great work and Amazing channel",9 個月前,Avichal Pandey,UCaL9HBWNiJ5Xu28LFunl7vQ,0,https://yt3.ggpht.com/ytc/AKedOLTPyGwVW9h198XPWqUxymUuNiGKpLmISH28wA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy9UKbYbV3mSgIGNQF4AaABAg,Great video Noah!  This one is a gem,1 年前,Alexandru Golovatenco,UCc03ebwuzIktdzqcAXkG1nA,7,https://yt3.ggpht.com/jy6gMn6GTyWT1d4tcobAQ34XCWQY1S5vg6yNERRJpypH4yt-6wt08JuhsUUtdrbZGSMKX9DPmg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwA3DsZkLMCNCHxdJR4AaABAg,"Idk how you don’t have a wife yet, idk what your looking for YouTube needs to push this video .. your funny, smart and you don’t look like a bear without a shirt; good enough 😊",7 個月前,Liz Castellano,UChS2W_dQdP8rHrSkNJWVEyA,0,https://yt3.ggpht.com/ytc/AKedOLQt_g4mrI6SK5l7juGLpzUIB_tdcjf9RLPGt9rXxQ=s176-c-k-c0x00ffffff-no-rj,1.0
UgxjrGCJcQC50OsQD6t4AaABAg,Always such great information. Loved the t3b3. And I'll probably be asking my other brother to be accountibility buddy just so we can visit more.🤔😉😉,1 年前,LJ Grateful4 BreathAliento Artica,UCwYzY_s0SUSZmq3hS50Razg,0,https://yt3.ggpht.com/ytc/AKedOLSWKAxkW6YN3AaiNK7G-ZgQmU1_zFjqStc2zBUBNA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzwDPe63kOtsh7kixl4AaABAg,Ohh man what a Learnings 🙌🏻 Thank you 😊,1 年前,Success Ashok,UC5-ujc2jinE3U8vnMjfPAIg,1,https://yt3.ggpht.com/56U6AIDdAkPf2BGI5tasdGY-iYRxfTituSHmoja5d3MRzRim_C3Qhd1pOyGERDkij4E_jy1jBQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgyxPJzLrR0Roiyntkt4AaABAg,Congrats on hitting your subscriber goal,6 個月前,Justgoodvids,UC82O8qHvnk6qKIx9e5cG-kQ,0,https://yt3.ggpht.com/ytc/AKedOLQNlxJLznYNhhkHPO4B-ipm0dvMRDEsGHzwRQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxeM6Y30RWS-v_Khbp4AaABAg,Oh man! Your first topic is describing every (competetent) product person out there :),1 年前,Inside The Product,UCP8hoFTT867uOILbyEiJQBQ,0,https://yt3.ggpht.com/ytc/AKedOLRBnRs5sClYypzIbGpzPR7njIsHBNXJ8_bySWf3=s176-c-k-c0x00ffffff-no-rj,0.0
UgzqXJn6gPuBgFb9rA14AaABAg,love this man. really helps you think outside the box,4 個月前,Kia Orion,UCyNjuf4D5o-oWY1hdZOj1aw,0,https://yt3.ggpht.com/ytc/AKedOLQlr-FUph28ft8vgf0XseJ8V_uQ3M7noZ8SXmUK=s176-c-k-c0x00ffffff-no-rj,0.0
UgyqkPIj_bf3IQovAwl4AaABAg,"That's awesome to see you spread the word of FIRE on your channel.  I'm 31 right now, on track to be financially free by 37.  Just going the boring route of low expenses and lots of index fund investing.",1 年前,Matt S,UC3iU08iSYRqtOXmxomtXcQQ,0,https://yt3.ggpht.com/ytc/AKedOLQnVEljaQQeGsrdz3SuIAWBOKQ5fEb9wCwXt05u=s176-c-k-c0x00ffffff-no-rj,0.0
UgyP0WbYeDJ3WufmNXt4AaABAg,"The poster of Marco Pantani behind you moved me so much... 🚴❤️🏴‍☠️🇮🇹
You look alike.",11 個月前,Vittorio Romani,UC_S2xHXyMFuF0nQEJe7fiww,0,https://yt3.ggpht.com/ytc/AKedOLSlzROfbdRJ2ai9PDJwEhU4N0VqvLVhesfZCQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzv3Sqap4jwpOc8mBd4AaABAg,thanks for sharing those tips noah !,1 年前,Ahmed Laidoudi,UCo7p9PaXq3F_3ZvvzVU7NAA,0,https://yt3.ggpht.com/ytc/AKedOLR6LNIEkO2ng4d7sP13ypelZFLgPul3nYJNDdKbzQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy1E7X1Tg5p8g_jZCx4AaABAg,Great vid!,11 個月前,Andrew Lee,UC-GMv3aHrF1mspGk_A-vnFw,1,https://yt3.ggpht.com/ytc/AKedOLQRTAiLCeGNvnUU1UIRZB0IwsLF6HsFxFAafMavxA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx2kXc5MnfrwyPsjW94AaABAg,I don’t think I’ll ever stop working on my business. I love it too much to give it up…,1 年前,Ibraheem Khan,UCVTioMfpt411zr9BCsK9WLw,4,https://yt3.ggpht.com/ytc/AKedOLQppZ2CS2Ezh2XHWsZPVpZhmL3ohaDSIkN8uclIaA=s176-c-k-c0x00ffffff-no-rj,0.0
